scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,B_notional_only,P16,L08,2,60.0,0.0,0.0,0.0,24.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L08,3,44.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P16,L08,4,0.0,53.0,0.0,0.0,22.0,0.0,19.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L08,5,0.0,37.0,0.0,0.0,14.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L08,6,0.0,52.0,0.0,0.0,25.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L08,7,0.0,46.0,0.0,0.0,22.0,0.0,9.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L08,8,0.0,44.0,0.0,0.0,14.0,0.0,18.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L08,9,0.0,40.0,0.0,0.0,25.0,0.0,10.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L08,10,43.0,17.0,0.0,0.0,30.0,0.0,23.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L08,11,0.0,47.0,0.0,0.0,24.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L08,12,0.0,36.0,0.0,0.0,17.0,0.0,13.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L09,1,0.0,49.0,0.0,0.0,22.0,0.0,25.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L09,2,0.0,63.0,0.0,0.0,29.0,0.0,17.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L09,3,35.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L09,4,46.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L09,5,0.0,58.0,0.0,0.0,19.0,0.0,22.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L09,6,55.0,0.0,0.0,0.0,23.0,0.0,22.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P16,L09,7,0.0,37.0,0.0,0.0,16.0,0.0,13.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L09,8,0.0,46.0,0.0,0.0,28.0,0.0,14.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L09,9,0.0,48.0,0.0,0.0,14.0,0.0,20.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L09,10,0.0,49.0,0.0,0.0,15.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L09,11,0.0,51.0,0.0,0.0,21.0,0.0,12.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L09,12,0.0,39.0,0.0,0.0,16.0,0.0,16.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L10,1,37.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L10,2,0.0,59.0,0.0,0.0,19.0,0.0,21.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P16,L10,3,54.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L10,4,49.0,0.0,0.0,0.0,28.0,0.0,14.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L10,5,0.0,59.0,0.0,0.0,17.0,0.0,23.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P16,L10,6,47.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L10,7,33.0,13.0,0.0,0.0,18.0,0.0,11.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L10,8,0.0,58.0,0.0,0.0,29.0,0.0,21.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L10,9,60.0,0.0,0.0,0.0,27.0,0.0,24.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L10,10,0.0,53.0,0.0,0.0,28.0,0.0,18.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L10,11,0.0,53.0,0.0,0.0,19.0,0.0,19.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L10,12,0.0,55.0,0.0,0.0,21.0,0.0,16.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P17,L01,1,24.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L01,2,41.0,0.0,0.0,0.0,24.0,0.0,11.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L01,3,0.0,50.0,0.0,0.0,17.0,0.0,24.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L01,4,0.0,55.0,0.0,0.0,28.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L01,5,0.0,46.0,0.0,0.0,16.0,0.0,10.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L01,6,49.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L01,7,0.0,48.0,0.0,0.0,18.0,0.0,15.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L01,8,18.0,36.0,0.0,0.0,24.0,0.0,15.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L01,9,0.0,47.0,0.0,0.0,20.0,0.0,17.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P17,L01,10,0.0,44.0,0.0,0.0,14.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P17,L01,11,0.0,45.0,0.0,0.0,30.0,0.0,10.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L01,12,0.0,39.0,0.0,0.0,23.0,0.0,9.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L02,1,0.0,34.0,0.0,0.0,28.0,0.0,20.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L02,2,0.0,46.0,0.0,0.0,28.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L02,3,0.0,59.0,0.0,0.0,28.0,0.0,19.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P17,L02,4,50.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L02,5,0.0,40.0,0.0,0.0,25.0,0.0,9.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L02,6,0.0,43.0,0.0,0.0,16.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L02,7,0.0,58.0,0.0,0.0,27.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L02,8,40.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P17,L02,9,0.0,57.0,0.0,0.0,26.0,0.0,11.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L02,10,0.0,49.0,0.0,0.0,26.0,0.0,16.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L02,11,0.0,53.0,0.0,0.0,24.0,0.0,9.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L02,12,0.0,48.0,0.0,0.0,19.0,0.0,25.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L03,1,0.0,47.0,0.0,0.0,24.0,0.0,19.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L03,2,0.0,52.0,0.0,0.0,15.0,0.0,20.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P17,L03,3,0.0,62.0,0.0,0.0,18.0,0.0,25.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L03,4,0.0,52.0,0.0,0.0,23.0,0.0,25.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L03,5,56.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P17,L03,6,10.0,47.0,0.0,0.0,28.0,0.0,16.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L03,7,0.0,56.0,0.0,0.0,24.0,0.0,21.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L03,8,0.0,43.0,0.0,0.0,26.0,0.0,11.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L03,9,0.0,42.0,0.0,0.0,17.0,0.0,18.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L03,10,0.0,31.0,0.0,0.0,15.0,0.0,11.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L03,11,0.0,48.0,0.0,0.0,15.0,0.0,13.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L03,12,0.0,59.0,0.0,0.0,27.0,0.0,21.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L04,1,45.0,0.0,0.0,0.0,28.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P17,L04,2,0.0,58.0,0.0,0.0,30.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L04,3,49.0,0.0,0.0,0.0,23.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L04,4,47.0,0.0,0.0,0.0,23.0,0.0,20.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L04,5,36.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L04,6,0.0,36.0,0.0,0.0,18.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L04,7,40.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P17,L04,8,60.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L04,9,0.0,52.0,0.0,0.0,22.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P17,L04,10,0.0,59.0,0.0,0.0,27.0,0.0,17.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L04,11,0.0,41.0,0.0,0.0,24.0,0.0,13.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L04,12,0.0,51.0,0.0,0.0,23.0,0.0,24.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L05,1,0.0,32.0,0.0,0.0,20.0,0.0,24.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P17,L05,2,0.0,60.0,0.0,0.0,30.0,0.0,23.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L05,3,48.0,0.0,0.0,0.0,24.0,0.0,14.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P17,L05,4,0.0,57.0,0.0,0.0,26.0,0.0,25.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L05,5,0.0,42.0,0.0,0.0,14.0,0.0,15.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L05,6,0.0,49.0,0.0,0.0,17.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P17,L05,7,48.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L05,8,53.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L05,9,3.0,47.0,0.0,0.0,17.0,0.0,22.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L05,10,0.0,55.0,0.0,0.0,26.0,0.0,22.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L05,11,0.0,53.0,0.0,0.0,30.0,0.0,14.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L05,12,0.0,43.0,0.0,0.0,22.0,0.0,13.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P17,L06,1,33.0,0.0,0.0,0.0,21.0,0.0,14.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P17,L06,2,0.0,55.0,0.0,0.0,16.0,0.0,24.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L06,3,0.0,46.0,0.0,0.0,24.0,0.0,11.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L06,4,0.0,43.0,0.0,0.0,30.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L06,5,0.0,35.0,0.0,0.0,17.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L06,6,0.0,58.0,0.0,0.0,25.0,0.0,16.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P17,L06,7,0.0,60.0,0.0,0.0,24.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L06,8,0.0,46.0,0.0,0.0,27.0,0.0,14.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L06,9,0.0,44.0,0.0,0.0,20.0,0.0,15.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L06,10,0.0,60.0,0.0,0.0,26.0,0.0,23.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L06,11,0.0,51.0,0.0,0.0,29.0,0.0,16.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L06,12,0.0,61.0,0.0,0.0,27.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P17,L07,1,0.0,33.0,0.0,0.0,22.0,0.0,24.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L07,2,32.0,37.0,0.0,0.0,29.0,0.0,20.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L07,3,0.0,56.0,0.0,0.0,29.0,0.0,14.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L07,4,0.0,60.0,0.0,0.0,17.0,0.0,24.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L07,5,0.0,48.0,0.0,0.0,16.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P17,L07,6,0.0,69.0,0.0,0.0,25.0,0.0,24.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L07,7,0.0,65.0,0.0,0.0,30.0,0.0,19.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L07,8,0.0,45.0,0.0,0.0,18.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L07,9,0.0,49.0,0.0,0.0,16.0,0.0,20.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L07,10,58.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P17,L07,11,0.0,55.0,0.0,0.0,27.0,0.0,24.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L07,12,0.0,48.0,0.0,0.0,18.0,0.0,15.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L08,1,49.0,0.0,0.0,0.0,28.0,0.0,25.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L08,2,0.0,45.0,0.0,0.0,21.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L08,3,0.0,42.0,0.0,0.0,18.0,0.0,11.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L08,4,19.0,45.0,0.0,0.0,27.0,0.0,24.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L08,5,0.0,60.0,0.0,0.0,30.0,0.0,20.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P17,L08,6,57.0,0.0,0.0,0.0,30.0,0.0,16.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L08,7,0.0,55.0,0.0,0.0,22.0,0.0,14.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L08,8,0.0,51.0,0.0,0.0,17.0,0.0,15.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L08,9,0.0,58.0,0.0,0.0,16.0,0.0,22.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L08,10,0.0,40.0,0.0,0.0,22.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L08,11,0.0,56.0,0.0,0.0,17.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L08,12,51.0,0.0,0.0,0.0,21.0,0.0,24.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L09,1,0.0,38.0,0.0,0.0,29.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P17,L09,2,0.0,53.0,0.0,0.0,19.0,0.0,15.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L09,3,0.0,53.0,0.0,0.0,18.0,0.0,16.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L09,4,0.0,44.0,0.0,0.0,28.0,0.0,9.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P17,L09,5,3.0,55.0,0.0,0.0,22.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L09,6,0.0,48.0,0.0,0.0,23.0,0.0,12.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P17,L09,7,0.0,41.0,0.0,0.0,15.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L09,8,0.0,54.0,0.0,0.0,21.0,0.0,13.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P17,L09,9,0.0,60.0,0.0,0.0,28.0,0.0,13.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P17,L09,10,19.0,29.0,0.0,0.0,18.0,0.0,15.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L09,11,47.0,0.0,0.0,0.0,23.0,0.0,10.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P17,L09,12,40.0,8.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P17,L10,1,0.0,12.0,0.0,0.0,17.0,0.0,13.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L10,2,49.0,3.0,0.0,0.0,20.0,0.0,23.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L10,3,0.0,61.0,0.0,0.0,24.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P17,L10,4,49.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L10,5,0.0,47.0,0.0,0.0,22.0,0.0,21.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P17,L10,6,0.0,47.0,0.0,0.0,29.0,0.0,12.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L10,7,0.0,47.0,0.0,0.0,16.0,0.0,22.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P17,L10,8,0.0,44.0,0.0,0.0,17.0,0.0,16.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P17,L10,9,34.0,7.0,0.0,0.0,24.0,0.0,11.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P17,L10,10,0.0,66.0,0.0,0.0,26.0,0.0,25.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P17,L10,11,0.0,48.0,0.0,0.0,15.0,0.0,25.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P17,L10,12,0.0,61.0,0.0,0.0,30.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L01,1,0.0,35.0,0.0,0.0,24.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P18,L01,2,41.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P18,L01,3,0.0,46.0,0.0,0.0,22.0,0.0,10.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P18,L01,4,0.0,56.0,0.0,0.0,25.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L01,5,0.0,51.0,0.0,0.0,29.0,0.0,12.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P18,L01,6,0.0,35.0,0.0,0.0,18.0,0.0,9.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P18,L01,7,23.0,6.0,0.0,0.0,14.0,0.0,9.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P18,L01,8,0.0,49.0,0.0,0.0,22.0,0.0,17.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P18,L01,9,12.0,31.0,0.0,0.0,17.0,0.0,12.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P18,L01,10,0.0,39.0,0.0,0.0,21.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P18,L01,11,0.0,62.0,0.0,0.0,20.0,0.0,22.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P18,L01,12,0.0,34.0,0.0,0.0,15.0,0.0,12.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P18,L02,1,0.0,40.0,0.0,0.0,17.0,0.0,18.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P18,L02,2,0.0,62.0,0.0,0.0,26.0,0.0,21.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P18,L02,3,0.0,37.0,0.0,0.0,15.0,0.0,16.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P18,L02,4,53.0,0.0,0.0,0.0,28.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P18,L02,5,0.0,66.0,0.0,0.0,27.0,0.0,23.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P18,L02,6,0.0,46.0,0.0,0.0,27.0,0.0,14.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P18,L02,7,0.0,52.0,0.0,0.0,24.0,0.0,24.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P18,L02,8,0.0,47.0,0.0,0.0,18.0,0.0,9.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P18,L02,9,0.0,66.0,0.0,0.0,24.0,0.0,24.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P18,L02,10,41.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P18,L02,11,0.0,47.0,0.0,0.0,18.0,0.0,25.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P18,L02,12,61.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L03,1,0.0,45.0,0.0,0.0,23.0,0.0,20.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P18,L03,2,0.0,29.0,0.0,0.0,16.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P18,L03,3,60.0,0.0,0.0,0.0,23.0,0.0,19.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P18,L03,4,0.0,53.0,0.0,0.0,23.0,0.0,14.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P18,L03,5,0.0,50.0,0.0,0.0,21.0,0.0,11.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P18,L03,6,0.0,39.0,0.0,0.0,17.0,0.0,12.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P18,L03,7,0.0,45.0,0.0,0.0,22.0,0.0,10.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P18,L03,8,0.0,70.0,0.0,0.0,29.0,0.0,24.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P18,L03,9,0.0,54.0,0.0,0.0,14.0,0.0,25.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P18,L03,10,0.0,43.0,0.0,0.0,15.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P18,L03,11,0.0,54.0,0.0,0.0,29.0,0.0,21.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P18,L03,12,46.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P18,L04,1,21.0,0.0,0.0,0.0,21.0,0.0,14.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P18,L04,2,0.0,50.0,0.0,0.0,14.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P18,L04,3,0.0,47.0,0.0,0.0,17.0,0.0,25.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P18,L04,4,0.0,69.0,0.0,0.0,26.0,0.0,23.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P18,L04,5,0.0,32.0,0.0,0.0,14.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P18,L04,6,0.0,37.0,0.0,0.0,17.0,0.0,11.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P18,L04,7,0.0,51.0,0.0,0.0,16.0,0.0,17.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P18,L04,8,54.0,0.0,0.0,0.0,27.0,0.0,19.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P18,L04,9,0.0,41.0,0.0,0.0,25.0,0.0,9.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P18,L04,10,0.0,54.0,0.0,0.0,28.0,0.0,12.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P18,L04,11,0.0,55.0,0.0,0.0,24.0,0.0,13.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P18,L04,12,0.0,38.0,0.0,0.0,15.0,0.0,15.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P18,L05,1,0.0,42.0,0.0,0.0,26.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L05,2,0.0,46.0,0.0,0.0,24.0,0.0,14.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P18,L05,3,54.0,0.0,0.0,0.0,24.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P18,L05,4,56.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P18,L05,5,0.0,56.0,0.0,0.0,27.0,0.0,18.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P18,L05,6,0.0,56.0,0.0,0.0,19.0,0.0,18.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L05,7,0.0,49.0,0.0,0.0,26.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P18,L05,8,0.0,45.0,0.0,0.0,15.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P18,L05,9,0.0,47.0,0.0,0.0,16.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L05,10,0.0,51.0,0.0,0.0,24.0,0.0,10.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P18,L05,11,54.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P18,L05,12,55.0,0.0,0.0,0.0,29.0,0.0,13.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P18,L06,1,39.0,0.0,0.0,0.0,28.0,0.0,24.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P18,L06,2,0.0,50.0,0.0,0.0,14.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P18,L06,3,0.0,53.0,0.0,0.0,22.0,0.0,25.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P18,L06,4,0.0,58.0,0.0,0.0,25.0,0.0,14.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P18,L06,5,57.0,0.0,0.0,0.0,21.0,0.0,18.0,0.0,18.0,0.0
